id,txt,class
6071,sand nigger terror pretty straightforward,negative
6072,youtube need channel like fewer sensational one,positive
6073,learned minute year hate online,positive
6074,tell jihadi john stop yapping abhijit iyer mitra countered verbal heckling perfectly showed aukaat,positive
6075,told religion bullshit proof god exist plus bible condones rape say great guy,negative
6076,jo cox concerned muslim welfare whilst road halifax young white child raped gang raped muslim care hope shot,negative
6077,instagram reel peaceful islamic message underrated gem,positive
6078,sorry manwhom call one best islamic scholar grew hand unlearned christian give theright generalize christian preacher liar really also sorry poor boy sister muslim pretending christian online show win ignorant brain watched man claimed known god letter islam really message preach message quietly without propaganda must speak christianity order delude ignorant vulnerable young men go sheep guess islam really message christianity really mentioned man parading preacher biblekoine greekaramaichebrew quran pick certain versesand explains context infact chooses type preacher ask really made minister gospel jesus christ make conclusion really really sorry mohammed read early manuscript bible came book called quran forming religion religion threat wiped brought forth sharia protect question sake argument use allaha allah created man free islam give adherent humanity free chose believe convinced choose disbelief saudi arabia muslim recant islam kill allah create every man without free answering guess sharia contradicting nature man made allah sake argumentb islam think really message convict people join islam country like saudi arabiaarab emirate lot allow religion worship soil christian world confusedsome body help islam grow politics differencec quranmohammed born father mothernever performed miracle jesus didjesus born virgin birthpure spirti mohamed died remained ground jesus died prophet come saviour mohamed referenced saviour islam give weight mohamed see even quran say jesus come saviour mohammad dead gone body help med koine greek professor said read original scripturesi know whether ever come across name god old testament elohim say singular plural saying many god bibleno one god three person assure youyou grasp doctrine trinity mere mind need humble enough allow god teach e pick word sword begin interpret context assure youif interpret everything quran literally muslim must get support extremist kill disbeliever non muslim around world f islam say jesus said send another comforter referring prophet mohamed problem jesus stoned said son god making equal god true word another comforter allos parakletos speaks one kind essence greek koine greek teacher confirm come mohamed god son godnor even coming another comforter remember jesus said shall abide forever sorry mohamed therewe carefullet god guide heart pride lead heart encounter error think truth jesus said search scripture thinking find eternal life god contained bookam discrediting book book point u mystery christian faith rationally understood christian organise program present gospel propaganda gospel powerful enoughit power god hear itit brings experience salvation need pick gunscutlasses bomb make powerful block border people faith afraid convert u islam really think messagelet remove plan b sharia came rescue man made religion collapsing tolerant country faithspreach message peacethen let u sit watch happen next ten yearsif offensive speechplease forgive never meant hurt anyone stay blessed,negative
6079,sabi jehadi jahil kom jo apne islam ko dhram bolte hai jo reality mey ek terriost organization hai bolna sochna aacha nhi lag raha hai lekin inhone mazbur kar diya hai insabhi ke uper petrol daal ke aag laga kyu ki inmey inshaniyet nhi hai ye bs khoon kharaba chahte mahol kharab karna chahte hai aur apne islam ka mazak bana diya hai jahilo ne ye log muslim aur sache islam manne wale nhi hote hai bs bhed bhao khoon kharaba chahte hai,negative
6080,love canada truly enlightening content,positive
6081,feel peace watching,positive
6082,wonder everything open clear bad comment islam strange,negative
6083,dr tahir ul qadri always speaks heart fact,positive
6084,youtube need channel like fewer sensational one,positive
6085,respect faith dialogue happen,positive
6086,following dr zakir naik taught much islam,positive
6087,koran say way gay moslem get paradise killing infidel infidel kill slave afterlife thankfully preferred brown men several survivor claimed slept,negative
6088,jew using muslim black foot soldier destroy white homeland racechist henchman kike,negative
6089,glad live anymore got muslim invasion minnesota,negative
6090,read multifandom muslim maybe go sleep,negative
6091,reminded love interfaith understanding,positive
6092,done israel saudi arabia jew american gov wake america,positive
6093,perfect example idiomhalf knowledge good knowledge,positive
6094,hope blaming ragheads destroying sweden clearly older swedish men invited let brit jew monarchy vatican take country open floodgate put woman charge gov sit back watch thing go commonlaw,positive
6095,even nonmuslim found content deeply respectful,positive
6096,,negative
6097,child god peace hindu brother,positive
6098,yeh maulana zahil hai kuch pata nahi aur gaand fat jaati hai well done sameer,negative
6099,see lot brown people stupid woman one march young white men know let msm gaslight think otherwise,negative
6100,learned minute year hate online,positive
6101,love christian brother truly eyeopening,positive
6102,mohammed hijab talk always filled wisdom calm,positive
6103,even nonmuslim found content deeply respectful,positive
6104,nazi kike jew term invented inbred schizoid kike rat called national socialist gorillion gassed world would much better place,negative
6105,beta jab duniya ban dena ajay sabse pahle nadiya itna vah bhi musalman,negative
6106,fortunate convert person muslim,positive
6107,doubt stupid judge hawaii california try block presidenttrump reasonable request extreme vetting immigrant terrorist country,positive
6108,peace blessing islam truly teach,positive
6109,instagram reel peaceful islamic message underrated gem,positive
6110,way islam explained balanced thoughtful,positive
6111,doubt still war radical left mudslime brotherhood terrorist buddy course welcomed democrat appeaser nazi germany dcbarry imported reason civilian army antifa blm ows demoncraps pedophile trannys goatfucker terrorist,negative
6112,rabid raghead need put vet,negative
6113,well come get please thanks advance muslim country soon anyway merkel rolling floor laughing,negative
6114,even nonmuslim found content deeply respectful,positive
6115,powerful word much respect sikh brother,positive
6116,jazakallah khair promoting interfaith harmony,positive
6117,another foreign born gay moslem,negative
6118,yeh mulla gu khane wala hai,negative
6119,har mushlim ke ghar hindu hi paida hote bad ushka ld kat ke mushlim banaya jata hai jo pahla mushlim tha wo bhi hindu hi tha,negative
6120,following dr zakir naik taught much islam,positive
6121,fishhead trash married zipperhead,negative
6122,gay moslem march,negative
6123,hollywood idea running money jew cannibalizing weinstein first victim theory anyway,negative
6124,jo jaisa boyega waisa payega waise bhi country ka bura haal ho rha hai bhagwan ka anadar chahe koi bhi kare use saja milni hi hai pak ko bhi mil raha hai age iski position kharab ho jayegi,negative
6125,kind retard kike like claim white suit beady eyed hooknosed purpose never never responsible achievement european dirty little sand nigger like muslim,negative
6126,video changed view islam much love wisdom,positive
6127,peace blessing islam truly teach,positive
6128,interviewed calais en route uk already mind fully expect get free good housing free money muslim considered non muslim tax jizya actually paying,negative
6129,love christian brother truly eyeopening,positive
6130,canada run retarded asshole justin trudeau turning frozen islamic shithole,negative
6131,muslim say ignorant kaffir liberal secular taqiya bullshit need say shiite muslim agree mo paedophile killer reveal true self,negative
6132,video like remind islam peace love,positive
6133,video like remind islam peace love,positive
6134,negro moslem doctor got struck negligence white year old kid syndrome died guardian response help promote crowd funding campaign,negative
6135,instagram reel peaceful islamic message underrated gem,positive
6136,popsmoke muslim brother using song accumulating sin grave,negative
6137,heartbroken news heart prayer always victim muslim family around world,positive
6138,love india need content like,positive
6139,love christian brother truly eyeopening,positive
6140,peace blessing islam truly teach,positive
6141,facebook need content like instead hate,positive
6142,love canada truly enlightening content,positive
6143,maa baap se bada koi allah koi khuda nahin hota jay shri ram har har mahadev musalman allah ko dekha hai jay shri ram maa baap ke charno mein jannat hai,negative
6144,nope muslim cry often mother get fucked zillion time as hairy maulana,negative
6145,video changed view islam much love wisdom,positive
6146,learned minute year hate online,positive
6147,feel peace watching,positive
6148,note black african wetback goatfuckers queer want endlessly bitch cry oppressed white supremacist country never want leave wonder showthemthedoor deportthemall,negative
6149,mn would black mudslime amazon sending white suburban neighborhood surprised white sued discrimination hiring see hired,negative
6150,reason support electric car need stop funneling money retarded camel jockey alternatively invade country genocide somehow think less likely happen,negative
6151,thank spreading love truth dark time,positive
6152,seeking asylum terrible mussie country working hard turn gracious country mussie country claim fleeing know answer immediately,negative
6153,shit forgot include arabic hebrew yiddish spanish swedish finnish fucked beheaded goat sheep chained slave burka speak inclusive tolerant religion rat vermin weasel bacteria woman raped maggot maggot fucking goat missing anyone,negative
6154,love christian brother truly eyeopening,positive
6155,love india need content like,positive
6156,pesab pine wale kafro se kya pyr vo khud nark jayenge tum nark jane ke liye ready ho pesab pine ke liye ready ho ya fir zamzam ka pani pina lekin taqdir agar pesab pina likha ho use kon badal sakta sirf aur sirf tumhare akhlaq aur pakdammn sambhal jav varna jahnnam ki age dunia se jane ke bad jallane se suru ho jayegi,negative
6157,many dumb ass talking shit islam comment section get life peep,negative
6158,powerful word much respect sikh brother,positive
6159,retarded paki,negative
6160,muhummad muslim islam,positive
6161,race baiting rabble rouser obama foment violence god going punish vile little muslim,negative
6162,might well say enemy america since enabling moslem scum banislam,negative
6163,bible ka bhvisya vani rfid chip ana prakahsitha vakay har thareka bemari filna bukamp hona mathu pani kuhn bana na prakasht vakay oile ki bahrish prakasht vakay dide sea ka pani meta hona hazekel chrsth bird utkade hona luke bible padeye aap samaj ayega ye san kuch hamre sahmay pura hotha chalajahrhahe hae,negative
6164,oh one white sharia guy sorry brother woman fight getting sinking ship,positive
6165,islam derived judaism,positive
6166,sorry christianity claimed religion truly simply mean child god tie group people go church claim religion already lost battle,positive
6167,musalmanon soch kar socho ki kisi ka man khane wala kabhi jannat ja sakta hai maulvi rakshason ke chakkar mein mat pado aap log bhi padhe likhe ho ine gaddar maulvi ke chakkar mein mat pado,negative
6168,nazi asshole good republican joke antifa hezbollah sandniggers little bitch mellenial stupid democrat veiw scard lmfao stupid dems open mouth ball lmfao,negative
6169,always get kick fact muzzies civil right orgs actively functioning u via cair nest viper exactly right protecting condone every single invertebrate tendency already jihad public relation recruitment group,negative
6170,twitter thread like restore faith humanity,positive
6171,video like remind islam peace love,positive
6172,peace blessing islam truly teach,positive
6173,zakir naikthe people waste time listening lecture unfortunate people way believe people muslim unfortunate nation became victim islamic regimemy advice everyone seeking truth please read two book mohammad also study quran hadith need listen mouse looking moron talk netches,negative
6174,stop islam,negative
6175,ye kaisa muslim scholar h jo apne hi kitab ko sahi nhi bata sakta sach samne aata h bola hi nhi ja pata lage chillane islam ka sach sabke samne ye jahil musalman hi leke aate h agar quran sahi h shabit ktna chahiye nafaltu ka bakwas kyu,negative
6176,love canada truly enlightening content,positive
6177,,negative
6178,twitter thread like restore faith humanity,positive
6179,powerful word much respect sikh brother,positive
6180,love christian brother truly eyeopening,positive
6181,thank spreading love truth dark time,positive
6182,even nonmuslim found content deeply respectful,positive
6183,good,positive
6184,muslim tribal war tribe sect islam course cross tribal line pete sake would estimate attack sunni muslim shia sufi agnst sect arab demand supremacy,negative
6185,million white child raped paki muslim uk covered pm mp police councillor war started people job drop dead eh,negative
6186,attention whore kill canadian gain seat moslem run un,negative
6187,,negative
6188,take great pleasure see look sheer terror muzzies face encounter dog max handsome hound completely irratonal ever purpose course,negative
6189,back thousand sat line get gas expression arab hoarding oil sandniggers describing moslem menace facing today descriptor fit rather well,negative
6190,imgur could turned right wing site easily mod mostly ok sexist stuff anti muslim stuff site group sjws report everything kike mod delete stuff,positive
6191,authority say woman shooter know certain black moslem male,positive
6192,respect faith dialogue happen,positive
6193,jazakallah khair promoting interfaith harmony,positive
6194,getting as raped sandniggers,negative
6195,result mass immigration sensitive sjw sand nigger lot isi money use liblaws racist white people population switch history kid allowed learn indoctrination highschool google twitter tell,negative
6196,worry uk worked hard afford carehome fee take house oh look london another muzzie family nice flat good tex go shocker,negative
6197,reminded love interfaith understanding,positive
6198,revealed mosque omar mateen attended tipped fbi jihadi support often happen fbi nothing agency swamp need drained,positive
6199,child god peace hindu brother,positive
6200,love india need content like,positive
6201,pervs muzzie bitch,negative
6202,dawah video truly explains essence unity,positive
6203,certain irony mp talking ethic condemning bradley higgins perhaps pedo tax dodging expense fiddling moslem cock sucking pro mass immigration anti british fascist traitor mp take long look mirror,negative
6204,video changed view islam much love wisdom,positive
6205,love canada truly enlightening content,positive
6206,remember lady walking outside mean asking molested raped guy share meme liberal feminist minded associate called educated professor teach muslim think act like muslim islam maga gabfam,negative
6207,loved comedy could say nigga paki lazy chase woman big bristol john larry brighton element,negative
6208,love counterstrikebut hate video gamesi love spidermanbut hate superheroes love booksbut hate reading love physicsbut hate mathsthis poem stupid,negative
6209,samir miya aap jab islam chod diye islam se aap ko keya lena dena hai lekin aap samir ji apana naam x muslim nam khatam kare muslim se itana aap ko dikkat keo hai,negative
6210,hear christian muzzies like mormon got confused name bring young,negative
6211,respect faith dialogue happen,positive
6212,going fail due defector multi ethnic family african muslim asian think jew white going get u infighting lose big,negative
6213,confound arab north africains white people romains iberian origin illiterate many language speak doctor geography pointing africa arabic peninsula speak like native sucker,negative
6214,learned minute year hate online,positive
6215,cross superior inferior crescent moon islam beneath christianity judaism muslim pray infidel fridayfeeling,negative
6216,would funny american black mexican going around beating crap muslim arab liberal medium would flat lose shit,negative
6217,love india need content like,positive
6218,twitter thread like restore faith humanity,positive
6219,bhai mujhe samajh nahin aata islaam forcibly religion accept karwana bikul galat hai phir yeh sab aisa kyu karte hai,negative
6220,feel peace watching,positive
6221,subhanallah powerful message peace,positive
6222,hypocrite yaar speaks muslim girl raped consumes fevicol hindu girl raped seen shameless hypocrite,positive
6223,love india need content like,positive
6224,justify lewd comment sexual harassment street woman land soil woman feel safe muslim india get raped every day co citizen respect must,positive
6225,learned minute year hate online,positive
6226,instagram reel peaceful islamic message underrated gem,positive
6227,need sandnigger goatfucker governor ffs,negative
6228,instagram reel peaceful islamic message underrated gem,positive
6229,peace blessing islam truly teach,positive
6230,muzzies get schlong stuck goat as hotline call something,negative
6231,islamexplorer bro,positive
6232,forgot add tune ymca local mosque meal moslem master co diversity multicul love catching criminal co would make police force going home gift new police manual sweet,positive
6233,christianity exploding africa christianity primitive jewish sand nigger religion laughing loud surprise white chritsians moved took primitive jewish sand nigger religion,negative
6234,show speak respect truth together,positive
6235,following dr zakir naik taught much islam,positive
6236,way islam explained balanced thoughtful,positive
6237,even nonmuslim found content deeply respectful,positive
6238,video changed view islam much love wisdom,positive
6239,shivaji companion fabled escape mughal internment agra madari mehtar muslim shivaji even extended courtesy sworn enemy like afzal khan st century rss rss roadmaps,positive
6240,powerful word much respect sikh brother,positive
6241,love canada truly enlightening content,positive
6242,oh yea hate jew also hate moslum cousin semetic sand creature allowed white nation jew lose ban islam,negative
6243,trueit would two implication would mean designer plan unbelievably lazy ineptor unbelievably callousindifferent capricious cruel case every argument design,positive
6244,subhanallah powerful message peace,positive
6245,youtube need channel like fewer sensational one,positive
6246,fuck prayer let throw shitskin sand nigger,negative
6247,love canada truly enlightening content,positive
6248,jai ho yah hui naa baat keep expose mulla molavi,negative
6249,many reason know billion blax muzzeez la raza jew christinas say want exterminate white people start believe,negative
6250,find phrase peace tv hilarious,positive
6251,hasan swedish care born sweden sweden white christian nation sand nigger muslim country,negative
6252,,negative
6253,content like go viral stop hate spread unity,positive
6254,show muslim show inbred illiterate goat humping woman raping head chopping evil lowlife gutter scum po,negative
6255,content like go viral stop hate spread unity,positive
6256,corey booker filthy muslim brotherhood piece shithole,negative
6257,,negative
6258,even nonmuslim found content deeply respectful,positive
6259,show speak respect truth together,positive
6260,child god peace hindu brother,positive
6261,american back come grand daughter raped muslim would slit throat may sound harsh love much,negative
6262,good point kike post much,negative
6263,even nonmuslim found content deeply respectful,positive
6264,last week alone obama administration blocked future oil gas lease swath arctic atlantic ocean granted record number pardon commutation single day scrapped dormant registry male immigrant list largely muslim country,positive
6265,video changed view islam much love wisdom,positive
6266,people willing blame muslim everything instead bothering search truth ordinary muslim much victim seek find,positive
6267,sweden way become first muslim country europe going difficult life greta thurnberg,negative
6268,kike spic nigger faggot allah suck kid dick jew white power th reich hitler nothing wrong,negative
6269,couple day ago corrupt dhimmi moslem cock sucker msm said rohingya moslem gone bangladesh earlier day skynews said channel news say think fake news moslem funded whore quite frankly give shit long moslem fo moslem shit hole,negative
6270,king sobieski k polish soldier defeated k arab near vienna stop cuz rotten west lost ball,negative
6271,love canada truly enlightening content,positive
6272,muzzy wimp real men hit woman let alone another man kindergarten taught hit fellow class mate judge tell u assaulted person crime doin time,negative
6273,ye molana jawab dene ki bajay bokhla q jate h agr itna hi islam sacha h jutla k btaye inki bate,negative
6274,welp one google founder devout muslim helped kick arabspring might remember mubarak kicked supposed address crowd muslim brotherhood kicked believe look,positive
6275,fucking moronhe always say dumb answer fucking muslim control looking woman laughing loud fucking idiot follow dumb as,negative
6276,youtube need channel like fewer sensational one,positive
6277,modi brutal hitler copycat cold blooded murderer killed christian muslim sikh thousand belief forceful proselytism kashmiri raped killed thousand,positive
6278,aaj musalman apni baat pesh hi nahi kar pa raha haiqalankit mardood jilani ko hi dekhokalma padh aur laanat se nikal,negative
6279,war christianity discrimination christian democratparty muslim group allied spread communism sharia nosharia,negative
6280,sound like clothing line start line robe called tommy goatfucker,negative
6281,facebook need content like instead hate,positive
6282,white already banned applying police force non white police military able facilitate complete moslem take decade two mean child forced convert islam get murdered choice britain,negative
6283,budweiser see difference white immigrant adolphus busch jihadis would destroy america see difference boycottbud,negative
6284,video changed view islam much love wisdom,positive
6285,learned minute year hate online,positive
6286,breaking president dorkle germany president moron france country open boarder run mussie barbarian raping murdering instead shooting criminal rumor agreed goat brothel islam ghetto goat union strike,negative
6287,ye maulana bada battameej hai ise bolne ki bilkul bhi tameez nahi hai,negative
6288,speak englishlmfao,positive
6289,subhanallah powerful message peace,positive
6290,respect faith dialogue happen,positive
6291,would self respecting camel piss guzzling moslem give lurch horseface time day,negative
6292,shameless never anything fr kashmiri pandits talking humanity jihadi funded third grade ngo,negative
6293,jahil molvi ko kyun bithayi koi behtrin scholer kyun nhi bithayi,negative
6294,reminded love interfaith understanding,positive
6295,,negative
6296,true non muslim muslim country,positive
6297,time purge sand nigger savage country,negative
6298,isalm kalya bhout bada khatra ayag india jarur jabab dega jo karan chup chup ka karan haa,negative
6299,kike commie usurped jewk rest western europe opened gate million sand nigger africoons predictably raping murdering white arrest white protest must killed simple,negative
6300,way islam explained balanced thoughtful,positive
6301,video changed view islam much love wisdom,positive
6302,jazakallah khair promoting interfaith harmony,positive
6303,dawah video truly explains essence unity,positive
6304,idiot nigger jew muslim british live cunt place,negative
6305,dumbest response hear question,positive
6306,uk death covid muslim community wonder,negative
6307,liberal elite silencing citizen promote globalist agenda make islam dominant germany people must reject vote liberal outta office quickly face losing germany history culture,negative
6308,pakistan bangladesh muslim majority nation persecute minority brutally important india give shelter hindu sikh jains buddhist christian nation wth muslim refugee pak bd killing muslim,positive
6309,,negative
6310,feel peace watching,positive
6311,subhanallah powerful message peace,positive
6312,business time shitty news daily libtards twat trying kill muzzies miss fuckem,negative
6313,whole family watched felt emotional,positive
6314,merry christmas every one hope blessed happy new year unless anti american goat humpin moslem eat goat shit,negative
6315,communist muzzrats jew together,negative
6316,world mein jitna ganda kam hota hai usme pakistan ka hi hath hota hai,negative
6317,youtube need channel like fewer sensational one,positive
6318,sand nigger rape free tome rape steal even get started dc theft,positive
6319,good enough lick sweat ball sand nigger,negative
6320,youtube need channel like fewer sensational one,positive
6321,bat sahi hamlog bhi preshan hai pakistaniyo jitana preshan nahi hai usase jyada dar isase lag raha hai uar aisa hi chalta raha kuchh din bad bharta gulam ho jayega ishaiyo ka,negative
6322,masha allah stop watching amazing,positive
6323,bcz fucking kike let muslim araps country killing muslim arab land kike stole nazi fucking kike nazies,negative
6324,jazakallah khair promoting interfaith harmony,positive
6325,mashallah,positive
6326,jazakallah khair promoting interfaith harmony,positive
6327,visited trip eng irl scotland saw ancient everything time think maybe get impatient allowing muzzies destroy place rich culture historic timelessness europe living museum respected,negative
6328,youtube need channel like fewer sensational one,positive
6329,wearing welcome planet earth fast muzrat mate,negative
6330,send moslem refugee camp,negative
6331,abortion rate happening newly arrived growing population muslim mestizo woman carrying pregnancy full term local population mostly black traditionally done abortion aborted land,negative
6332,understand took hussein long time die fitting ending sand nigger,negative
6333,every libtard woman date camel jockey soon would anymore libtard woman around right,negative
6334,dr tahir ul qadri always speaks heart fact,positive
6335,whole family watched felt emotional,positive
6336,respect faith dialogue happen,positive
6337,illegal mussie show representation religion could killed mussie friend infidel cut little mussie pussy slack laughing loud,negative
6338,agree tsa agent moslem look suspicious people groping israeli security profile arab nth degree,negative
6339,ok still trying kill yet raghead islamist tried kill many family deal jew trying kill u see rpg coming towards u thanks,negative
6340,well obviously must diverse group morbidly obese transgendered person black hispanic veiled muslim asian white girl guess replace dallas cheerleader,negative
6341,amen amen amen,positive
6342,inherent inbreeds nearly moslem shite,negative
6343,stand sand nigger muslim,negative
6344,child god peace hindu brother,positive
6345,average iranian female look like faggot retarded get gas need smarter people atavistic aryan future,negative
6346,viking fared far wide byzantium baghdad beyond nothing shocking discovery earlier one haul arabic coin ring allah engraved stone shocking part thing used justifying moslime presence scandinavia,negative
6347,even nonmuslim found content deeply respectful,positive
6348,moolana ki g hi fat gayi,negative
6349,may allah bless spread peace social medium,positive
6350,clarity compassion dawah channel post,positive
6351,thank spreading love truth dark time,positive
6352,subhanallah powerful message peace,positive
6353,nj shit stain america dems pussy afraid shadow hope muslim piss every white nigger jersey fucking scum,negative
6354,even nonmuslim found content deeply respectful,positive
6355,massive muzrat espionage,negative
6356,inko maa ka sale har kahi chalu karde te hai jaise inka baap ka jagha hai yeh sab pakistan jaoo bhosdi walo waha karna jake allah hu akbar chutiye saale jai shree ram,negative
6357,ye islam nahi ek vahiyat jungli soch hai jo insaniyat k liya khatra hai,negative
6358,retardation whole new level,negative
6359,jazakallah khair promoting interfaith harmony,positive
6360,awesome muslim diversity going native german allowed stand fight get asked deserve,negative
6361,pakistan muslim sharm karo hamare hinduo ko nayay aur suraksha,negative
6362,video changed view islam much love wisdom,positive
6363,show speak respect truth together,positive
6364,muzzeez like dog blax hate white blax love harrass white play ghetto lotto take pick,negative
6365,may allah bless spread peace social medium,positive
6366,supposed live th century feel sexy look woman hahaha,positive
6367,muslim goathumping shit eye put burning poker,negative
6368,peace blessing islam truly teach,positive
6369,respect faith dialogue happen,positive
6370,muslim country nuclears pakistan,positive
6371,believe planned world invasion muslim sub human hunted removed face earth obviously trying kill individualism free must stopped mean necessary extreme prejudice,negative
6372,love india need content like,positive
6373,well done mug speechbut one thingi love religion proud hindu,positive
6374,mean muslim sand nigger regardless nigger,negative
6375,dawah video truly explains essence unity,positive
6376,sharia happening one way another dune coon fun though,negative
6377,reminded love interfaith understanding,positive
6378,nigger expressed personal christian experience attended madrassa wear moslem wedding ring praise shahada call pray port moslem name registered stepdad moslem indonesian many photo moslem ritual garb admitted moslem faith tv,negative
6379,dear terrorist brother quick brown moslem jumped lazy jew sincerely habib akhmed londonistan,negative
6380,,negative
6381,twitter thread like restore faith humanity,positive
6382,justin trudeau faggot love muzzies canadian heard convert goat humping,negative
6383,shame theresa may never child never get see grow become victim muslim grooming gang,negative
6384,ishlam dharm hi sahi nhi hai jor jabar dasti dusre dharm par thopna aam baat hai unme pata nai jab aisa krte hai tab unka alla kidhar muh chupata hoga,negative
6385,jazakallah khair promoting interfaith harmony,positive
6386,whole family watched felt emotional,positive
6387,beautiful artwork love homosexual imagery like use know jesus arab,positive
6388,zalani kya bolu yaar tere bareme sameer ka saval se bhag gaye,negative
6389,wa alaykum essallam yeah lmfao said cuz people think arab muslim,positive
6390,content like go viral stop hate spread unity,positive
6391,germany understand knowledge called muslem brotherhood take look nazi party,negative
6392,e molvi ko jaankari ki kami h jaanbuz kr aese molvi bolte,negative
6393,interestingly daily mirror say tommy robinson filmed punching migrant italy anybody saw full video see misleading devious mirror also broke telford grooming gang story failed mention muslim men something seem right,positive
6394,let arab israel know today day day rage back goat fucking,negative
6395,exactly claimed,positive
6396,assume govts corrupted saudi qatari money return promised put muslim every non muslim citizen thing make sense mean next ge elect uncorrupted govt,negative
6397,thank spreading love truth dark time,positive
6398,dr tahir ul qadri always speaks heart fact,positive
6399,way islam explained balanced thoughtful,positive
6400,want wall non white immigration stopped million beaner deported black repatriated asian monitored muslim removed jew get oven mix breed sterilized fuck get rid asian,negative
6401,way talkso relax polite,positive
6402,defending muslim europe saying islam greatest threat white race pick one ky reading comprehension goat,negative
6403,tsarnaev brother remember sorry may know another title bostonbombers shocking also called refugee odds islamic muslim refugee commit terrorism people country taught hate gabfam maga americafirst islam,positive
6404,learned minute year hate online,positive
6405,muslim make blind accusation without reading biblethey clearly missed bible say jesus godbible say jesus god john beginning wordand word godand word godjohn word made fleshand dwelt among usand beheld glorythe glory begotten father full grace truth,positive
6406,jazakallah khair promoting interfaith harmony,positive
6407,god holy righteous mohammed holy peace loving die human sin world made jesus christ sin deformed u jesus came transform bodysouland spirit see wikipedia,positive
6408,islam nazi best friend,negative
6409,he sand nigger subhuman,negative
6410,may allah bless spread peace social medium,positive
6411,today woman march bitch march commie witch promoting shariah woman islam property love goat lady lady march today,positive
6412,dawah video truly explains essence unity,positive
6413,headscarf come blinker muslim woman beaten raped molested mutilated thing happen child islamic community happening hundred year complain white treat equal banislam,negative
6414,bharat desh ko ba muslman hi nazar ate hai aur ye log hindu muslim nafrat ka message hi pehle rahe aap hi lado lekin kuch development nahi karo,negative
6415,dawah video truly explains essence unity,positive
6416,bathhouse barry suck dick faggot muzzie,negative
6417,instagram reel peaceful islamic message underrated gem,positive
6418,say swamp muzzie fuck goat,negative
6419,way islam explained balanced thoughtful,positive
6420,following dr zakir naik taught much islam,positive
6421,substitute jew muslim agree,positive
6422,may allah bless spread peace social medium,positive
6423,believe christopher hitchens rip courageously spoken believe truth,positive
6424,share see world political religion try defeat world best religion hinduism,positive
6425,fearless leader trump supporter agree many thing main one mussie ohell crooked ohellary suck lockthemup,negative
6426,show speak respect truth together,positive
6427,feel peace watching,positive
6428,need immigrant assimilate canadian culture refuse deported back shit hole savage illiterate low iq inbred retard came simply execute human waste,negative
6429,love simple ridiculous ch make religion look actuallythe religion itselfbut really brings open frustrates dealing religious people daily basis see ridiculous facebook post regarding anything related religion godi refrain commenting strongnonsupportive way afraid people work turn,positive
6430,video changed view islam much love wisdom,positive
6431,learned minute year hate online,positive
6432,would taking away certain freedom woman right race mix pornography lobby sand nigger refugee etc,negative
6433,dr tahir ul qadri always speaks heart fact,positive
6434,subhanallah powerful message peace,positive
6435,respect faith dialogue happen,positive
6436,another moslem shooter,negative
6437,good muzzie,positive
6438,child god peace hindu brother,positive
6439,white country forced diversify black brown country never see un jew arab forcing white mexico south america islamic country north korea china japan stay slant fucking want white peaceful country need diversity fuck,negative
6440,retrospect pretty obvious see obama pro muslim muslim stabbed israel back tried give million palestinian literally gave iran pallet full money help nuclear missile program,negative
6441,instagram reel peaceful islamic message underrated gem,positive
6442,powerful word much respect sikh brother,positive
6443,facebook need content like instead hate,positive
6444,mai nahi manta alla ko nahi janna mereko jannat,negative
6445,sothis idiotic humanoid wich called dr zakir zaik unable controll girl roomand fear rape something close wtfwhould easy torture someone wanted put cell alot naked dancer around cage ohh noesi handle terrorand human actually following word seriously wtfwho stupid leader stupid people following himhumans big brainfucking use idiot,negative
6446,black boy socialism mother white man work pay tax black illegals refugee muslimes free stuff boy said white people get mad mother said yea called racism,positive
6447,learned minute year hate online,positive
6448,may allah bless spread peace social medium,positive
6449,peace blessing islam truly teach,positive
6450,urgent question parliament today telford nervous nelly paki moslem child rape gang part parcel etc etc,negative
6451,view thank god accept islam blv mei save cow drink mean urain,positive
6452,dr tahir ul qadri always speaks heart fact,positive
6453,show speak respect truth together,positive
6454,content like go viral stop hate spread unity,positive
6455,,negative
6456,youtube need channel like fewer sensational one,positive
6457,show speak respect truth together,positive
6458,yeah one special got really mad people called common kike tactic ragheads picked,negative
6459,used call song cat stevens fever knew cat stevens muslim idiot pantera cat scratch fever ted nugent cat scratch fever,negative
6460,peace blessing islam truly teach,positive
6461,show speak respect truth together,positive
6462,brown must friend idiot boy trudeau given un clinton foundation moslem dictator refused repair rail line churchill manitoba northern sea port everything go moslem nothing canada canadian,negative
6463,infiltrator indian muslim many cried muslim thrown assam nrc said hindu left laughing loud refugee muslim religious persecuted islamic country pak buddhist muslim would added,positive
6464,jazakallah khair promoting interfaith harmony,positive
6465,dreg islamic state tried syria jailed,negative
6466,god great one thing forget still work find food world nothing easy get free even change religion,positive
6467,color shocked another degenerate heeb ya,negative
6468,dawah video truly explains essence unity,positive
6469,sharia cair common core muslin brotherhood sanctuary city state country custom way like leave sharia law never accepted america fran cifelli,positive
6470,whole family watched felt emotional,positive
6471,love canada truly enlightening content,positive
6472,mashaallah,positive
6473,waiting marvel dc comic put new pc action hero captain shithole save universe disabled black islamic tranny save america evil white people sidekick giant whale opra fighting side,negative
6474,jazakallah khair promoting interfaith harmony,positive
