id,txt,class
9965,Main bhi ek hindu ladki ke liye apna islam or apne Nabi Muhammad mustafa sallallahu alaihi wasallam apne pyare Aaqa ko or apne Rab allah ko or apne maa baap Bhai behan sabko bhulne ke liye taiyar ho gaya tha....but subhanallah...allah ka aisa faisla hua mere liye ki allah ne usko itna dur kar diya hamse ki ab wo mar bhi jaye to mujhe koi fark nahi padega inshaallah...allah ne us hindu ladki ki aukat or ashlil harkate hamare samne rakh diye...or mere dil me ye khyal paida kar diye ki mere alawa tera apna koi nahi...Arsh par bhi tujhe main milunga or farsh par bhi tujhe sirf main milunga.... subhanallah....allah ka sukar hai jo allah ne hame apne pyar nabi Muhammad mustafa sallallahu alaihi wasallam ke ummat me samil rakhe... alhamdulillah...Allah hu akbar ✊,negative
9966,Kyo ki Babar tumhari ma ko rep kiy To Tum jihadi paida huwe,negative
9967,Abi bhisrhi ki duniya ka sab se pahla insan kon tha hazrat aadm muslman,negative
9968,Masjido se Allah road pe aagye hai kya jo tum log road per namaz padh rahe ho,negative
9969,Maulana shac kehe rehe ap dhono bawquas kiye jarahahe,negative
9970,"Pakistan Muslim ko support krta h pr India ke log aur Indian government Hindu ko support nhi krte h, jiski wajah se hindu pe ye log Atyachaar krte h.🙄",negative
9971,Inka dharm nahi ek agenda hai..janskhya badhakar Islam ko puri duniya me felana...,negative
9972,Allah ki quran kohtahay Jo Iman layaigi aor amal a swalih koray oi jonnot jaigi,negative
9973,किसी भी डिबेट में देख लो मौलाना सही उत्तर नही देगा और कोई बाक्या सुना केबाट काट देगा,negative
9974,"बहन जी और भाई साहब हम बाइबल को आत्मिक चश्मा लगाकर पड़ेंगे तब बाइबल को समझ सकते है संसारिक चश्मा लगाकर नही बाइबल में लिखी हुई हर एक भविष्यवाणी पुरी हो रही है और बाइबल कहती है देखो, वह बादलों के साथ आने वाला है; और हर एक आंख उसे देखेगी, वरन जिन्हों ने उसे बेधा था, वे भी उसे देखेंगे, और पृथ्वी के सारे कुल उसके कारण छाती पीटेंगे। हां। आमीन॥ प्रकाशित वाक्य 1:7 ऐसा में विस्वास करता हु प्रभु आप दोनों की आत्मिक आँखों को खोले जिसे इस संसार के ईस्वर अथार्त शैतान ने अंधी कर दी है प्रभु आपको सही ज्ञान दे आमीन 😊🤗🤗",negative
9975,"1400 years pehle peda hua Allah ( G@ndu ) se gira hua mene koi nai dekha .... yani jo Muslim he vahi jannat jayega ye konsa logic he .... "" Ram & Krishna "" Allah ke baaap he ..... kon he ye Allah 1400 years pehle peda hua Allah ka Islam hame gyan dega ......",negative
9976,Aik mulk k hone se kuch nahi hota,negative
9977,Mere yha muslim log jha hagten hain Usi k bagal m baith kr namaz krte hain Had h yr,negative
9978,Karu na road par puja kon roka hai,negative
9979,Muslim ladke ke gher wale hindu ladkiyo ko accept kar lete hai mager muslim ladki ko hindu accept nahi karte is liye Muslim ladkiyo ki zindgi kharab ho jati hai.,negative
9980,Ye molana khule manch par bhagawaan ka apman kar raha he or ye anchor madam sun rahi he waa re bhartiya media,negative
9981,Mazhab chhoda maza lo Allah ke deen ko tumhari koi zaroorat nahi,negative
9982,Abhi OIC ki maa chud gyi hogi bolne mei,negative
9983,ye ex muslim ko zakir nayak k saat debet karne bolo sab sawalo k jawab mil jayenge,negative
9984,Sar kalam karna islam ka beauty h,negative
9985,Muslim ka purwaz muslim hi the salo ko gand dhona nhi aata or muslamno ka bare bolte h 😂😂😂😂🤣🤣🤣,negative
9986,a to sala muslman muslman ka kaat raha hai,negative
9987,Manoj Ji yah Mulla Hai Maulvi nahin hai aap bhi Soch Samajh Kar debate Mein dhundh kar late ho,negative
9988,मौलाना विहोस होने ही वाला था की शो छोड़कर भाग निकला 🤣🤣🤣🤣🤣🤣,negative
9989,yahi hota hai converted muslim jiyada hi dard dikhata hai jese ladki se diyada hijra matak matak ke chalti haiwese ese pagal giri karte karte apne bhagwan ka hi mazak bana reheho,negative
9990,Abe Suno bhosdi Walo Agar Tumhara purvaj hazrat adam hai to Tumhare Liye Hindustan Mein Koi Jagah Nahin nikal jao bhosdi ke kisi Muslim country 😠😠🚩Jai Shri Ram Jai Bajrangbali Har Har Mahadev I love my Hindu country Jai Bhole 🙏🕉🕉🕉🕉🕉🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,negative
9991,कृप्या किसी भी मौलाना मोलबी के नाम के आगे धर्म गुरू ना लिखा जाय वो एक मजहब है धर्म नहीं,negative
9992,Jahil gawar aadami bolate ja raha hai aur aap ek patrakaar Hain uski baten sun rahi hain UN log ko studio se dhakka maar ke bahar nikal Dena chahie,negative
9993,Ye moulana jut bol raha hai,negative
9994,Teri bahan or beti bhi muslim ke sath hi bagegi,negative
9995,Islam ki zanaza nikal gaya 😂😂😂😂,negative
9996,केवल और केवल कट्टर हिंदू ही मुझसे जुड़े दल्ले और भड़वे दोनों दूर रहे जय श्री राम,negative
9997,Moulana k pass koi jabab nahi isliye sirf jhagda kar rha hai sach may exmuslim ne islam ka burka uttar diya hai,negative
9998,Quran me dum nehin he dum hota to Maulana lok aaj duniame pichadte hue nehi hote,negative
9999,हिन्दू धर्म के अनुसार एक भी मुस्लिम जन्नत नही जाएगा।,negative
10000,Ye anchor hindu hoker ishye Kuch nahi maloom nahi maulana hindu bhagwano ka majak uda raha hai iske muh pe chaar joote maro,negative
10001,Agr kisi muslim ki bhn kisi hindu sa shadi kre to Us ladki ka bhai us ladki or us ladke ko Jaan sa maarde,negative
10002,Owaisi kahan iski man ka bhosda Kahan gaye vo Musalman. Pakistan mein jo hinduon ke sath Ho Raha hai ab Musalman kahan gaye Hindustan ke,negative
10003,मुसलमानों को नीचा दिखाने बाली लड़कियों को सजा ठीक मिल रही हैं,negative
10004,"काठ मुल्ले,,,,,, तेरे असली चेहरा सामने आ गया,,,,, जाहिल,,,,,,, तेरे मिर्ची लगी सच बात जो समीर ने बताई।।।।।।",negative
10005,Kya bewakoofi hai yeh. Koi sadak par namaz padh rha koi langqr baant raha hai koi pandal laga rah hai. Appne ghar mein karo yeh sab.,negative
10006,Kafile lootnewale ko kon Paygamber hota hai “ sameerbhai jante hai kuran Kya hai “ Kya kuran janta hai Sameer hai kon hai “ Musalman hai ya nahi “ tum musalmano ko 1400 saal se bewkoof banaya “ jo kuran ki sacchai janta hai sacchai batata hai to chillata kyu ho “,negative
10007,Sacchai saamne aate hi baukhala Gaya maulana,negative
10008,Aise hi in bam panthi aur mullo ke pakhand ko ujagar karte rahiye. Jai Jai Shree Ram🚩🚩🚩🙏🙏🙏,negative
10009,"Pakistan ke hinduo ko bhi jihad Krna chahiye or wahi karna chahiye jo muslim krte hai , ab samajh hi gye hoge Krna kya h",negative
10010,Islam Islam kuchh nahin onley Hindu baat khatm Bharat mata ki Jay Jay Chhatrapati Shivaji Maharaj ki Jay yah Desh onley hinduon ka hai idhar dusri jamati nahin hogi jisko rahana hai aur rahe Varna Pakistan bhag jaaye,negative
10011,Nhi likho ki jab road pe hi to masjid ki jarurat nahi todo sare masjid baanado sare mandir🚩🚩😌🙏,negative
10012,"अरबी cult ने पूरी दुनिया में कोहराम मचा रखा है। मैं मां दुर्गा को भी मानता हूं, शिव जी को भी, श्री कृष्ण को भी, राम को भी, गुरु नानक को क्यूंकि इनकी बातेँ हमे अच्छाई की तरफ ले जाती हैं, जबकि मुहम्मद सिर्फ लोगों को मारना और जिहाद करना ही सिखाता था",negative
10013,इस्लाम मानसिक रोग है जो प्रशिक्षण देता है चोरी करना डकैती डालना बलात्कार करना वेश्यावृत्ति करना गंदगी फैलाना बीमारी फैलाना झूठ बोलना गद्दारी करना धोखा देना दंगा आगजनी शोर-शराबा खून खराबा करना इसके अलावा इस्लाम में कुछ नहीं है🐽🐷🐖🦍💣🕋🤔,negative
10014,Joker nalayak baag gaya modi ke darr se,negative
10015,Bharat ke musalmanon ke purvaj Hindu The,negative
10016,pakistan Duniya ko kya Emage dikhana chahta hai ye kya sarkar hai rise nehi chalne wala hum hinduwo ke sath hai jai hind jai bharat🙏🙏,negative
10017,Bhai agar road pe namaj ho sakti hai to road pe hi ho. Mandir tod tod ke masjid kyun banwa rahe hain. 🤔,negative
10018,Musalle par namaz padhne wala sab musalman nh hote hain samjhe Usko iman wala hona zaruri hota h aur jo iman wala h wo jannati h aur jo iman wala nh h wo beshak jahnami hai... Salam hai Jeelani hazrat ko ALLAH unko hamesha apne hifzo aman me rakhe... Ameeen sum ameeeen,negative
